,电影名称,评分,类型,制片国家/地区,时间,票房（万）,国产
1726,我们的样子像极了爱情,6.0,剧情 / 爱情,中国大陆,2022,1611.0,1.0
1727,亡命救护车 Ambulance,5.6,动作 / 犯罪,美国,2022,1556.0,0.0
1728,七人乐队 七人樂隊,6.4,剧情 / 历史,中国香港/中国大陆,2022,1317.0,1.0
1729,纽约的一个雨天 A Rainy Day in New York,7.3,喜剧 / 爱情,美国,2022,1270.0,0.0
1730,唐顿庄园2 Downton Abbey: A New Era,8.2,剧情 / 爱情,英国/美国,2022,1238.0,0.0
1731,猎屠,3.4,犯罪,中国大陆,2022,1224.0,1.0
1732,天才计划 Escape from Pretoria,7.1,剧情 / 犯罪 / 悬疑,英国/澳大利亚,2022,1150.0,0.0
1733,冲出地球,6.1,科幻 / 动画 / 冒险,中国大陆,2022,1005.0,1.0
1734,致我的陌生恋人 Mon inconnue,6.8,喜剧 / 爱情,法国/比利时,2022,876.0,0.0
1735,世界上最爱我的人,4.7,剧情 / 犯罪,中国大陆,2022,764.0,1.0
1736,忠犬帕尔玛 Пальма,7.3,剧情,俄罗斯,2022,692.0,0.0
1737,我的非凡父母,7.0,剧情 / 家庭,中国香港/中国大陆,2022,616.0,1.0
1738,漫长的告白,6.4,剧情 / 爱情 / 家庭,中国大陆,2022,607.0,1.0
1739,卧鼠藏虫,3.5,喜剧,中国大陆,2022,505.0,1.0
1740,如果有一天我将会离开你,7.0,剧情,中国大陆,2022,431.0,1.0
1741,巨星嫁到 Marry Me,5.6,喜剧 / 爱情 / 音乐,美国,2022,373.0,0.0
1742,天之书,4.5,喜剧,中国大陆,2022,92.0,1.0
